"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID","","","",
"Bail des gabelles de France, entrées et sorties du royaume, douane de Lyon et Valence, patente de Languedoc .... Paris 1670.","Paris","","2.333333","48.866667","1670","","","7008038","","","",
"Claude Fauchet: Les oeuvres. Paris 1610.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 674","2.333333","48.866667","1610","","","7008038","","","",
"Arnaud d'Ossat: Lettres de l'ill. et rév. cardinal d'Ossat, au roy Henri le Grand et à Mr. de Villeroy. Depuis l'année 1594 jusques à l'année 1604. Paris 1624.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2745","2.333333","48.866667","1624","","","7008038","","","",
"Procéz-verbal de l'assemblée extraordinaire de Messeigneurs les archevÃªques et evÃªques, tenuë en l'archevÃªché de Paris, aux mois de mars et de may, 1681.. Paris 1681.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Ts 19 (1)","2.333333","48.866667","1681","","","7008038","","","",
"Claude de Seyssel: Histoire de Louys XII., Roy de France, pére du peuple, et des choses memorables advenuës de son Regne .... Paris 1615.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1898 (1) ","2.333333","48.866667","1615","","","7008038","","","",
"Déclaration du Roy pour l'innocence de Monseigneur le Prince de Condé ^[Louis ^II. ^de ^Bourbon ^Prince ^de ^Condé]. Paris 1651.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2135 (1)","2.333333","48.866667","1651","","","7008038","","","",
"Hubert Gautier: L'Histoire de la ville de Nismes et de ses antiquitez. Paris 1724.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 763","2.333333","48.866667","1724","","","7008038","","","",
"Henry IV of France: Lettres D'Henry IV. Roi De France, Et De Messieurs De Villeroy, Et De Puisieux, A Mr. Antoine Le Fevre De La Boderie, Ambassadeur de France en Angleterre, Depuis 1606. jusqu'en 1611.. Amsterdam 1733.","Amsterdam","","4.916667","52.35","1733","","","7006952","","","",
"Pierre Daniel Huet: Les origines de la ville de Caen. Rouen 1706.","Rouen","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 928","1","49.5","1706","","","7610552","","","",
"Poniatowski, StanisÅ‚aw: Remarques d'un seigneur polonois sur l'Histoire de Charles XII. Roi de Suéde par Monsieur de Voltaire. Den Haag 1741.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3814","4.3","52.083333","1741","","","7006810","","","",
"Philippe de Commines: Mémoires de messire Philippe de Comines, Seigneur d'Argenton. Brüssel 1706.","Brüssel","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 390","4.333333","50.833333","1706","","","7007868","","","",
"Fleury-Ternal, Charles: Histoire du cardinal de Tournon, ministre de France sous quatre de nos rois. Paris 1728.","Paris","","2.333333","48.866667","1728","","","7008038","","","",
"Pierre de L'Estoile: Mémoires pour servir à l'histoire de France. Köln 1719.","Köln","","6.6667","50.9333","1719","","","1003171","","","",
"Hugues Terlon: Mémoires du Chevalier de Terlon. Pour rendre compte au roy, de ses négociations, depuis l'année 1656 jusqu'en 1661. Paris 1681.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3521","2.333333","48.866667","1681","","","7008038","","","",
"Guillaume du Vair: Les Oevvres Dv Sr. Dv Vair Garde Des Seaux De France. Rouen 1619.","Rouen","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1302","1","49.5","1619","","","7610552","","","",
"Vie du veritable P. Joseph Capucin, conten. l'hist. anecdote du C.al de Richelieu. Den Haag 1701.","Den Haag","","4.3","52.083333","1701","","","7006810","","","",
"Pierre Matthieu: Histoire De La Mort Deplorable De Henry IIII. Roy De France Et De Navarre. Paris 1613.","Paris","","2.333333","48.866667","1613","","","7008038","","","",
"Pierre de L'Estoile: Journal des choses mémorables advenues durant le régne de Henry III, roi de France et de Pologne. Köln 1720.","Köln","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1153","6.6667","50.9333","1720","","","1003171","","","",
"Pierre Guilbert: Description historique des chateau, bourg et forest de Fontainebleau, contenant une explication historique des peintures, tableaux, reliefs, statuës, ornemens qui s'y voyent; et la vie des architectes, peintres et sculpteurs, qui y ont travaillé. Paris 1731.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Uf 48","2.333333","48.866667","1731","","","7008038","","","",
"Recueil de pièces historiques et curieuses. Delft 1717.","Delft","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1677","4.366667","52","1717","","","7006804","","","",
"Antoine Houdar de La Motte: Éloge Funébre De Louis XIV. Den Haag 1716.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1080 (1)","4.3","52.083333","1716","","","7006810","","","",
"Charles-Jean-François Hénault: Nouvel Abregé Chronologique De L'Histoire De France. Paris 1746.","Paris","","2.333333","48.866667","1746","","","7008038","","","",
"Armand-Jean du Plessis, duc de Richelieu: Histoire de la mére et du fils, c'est à dire, de Marie de Médicis, femme du grand Henry, et mére de Louis XIII roy de France et de Navarre. Amsterdam 1730.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1370","4.916667","52.35","1730","","","7006952","","","",
"Charlotte-Rose de Caumont de La Force: Histoire de Marguerite de Valois, reine de Navarre, soeur de Francois I.. Paris 1720.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1037","2.333333","48.866667","1720","","","7008038","","","",
"DuBuisson, Pierre Lermite: La Vie Du Vicomte De Turenne, Maréchal General des Camps & Armées du Roi, Colonel General de la Cavalerie Legere de France, & Gouverneur du haut & bas Limosin. Köln 1685.","Köln","","6.6667","50.9333","1685","","","1003171","","","",
"Jean de Labrune: Memoires Pour Servir À L'Histoire De Louis De Bourbon, Prince De Condé. Köln 1693.","Köln","","6.6667","50.9333","1693","","","1003171","","","",
"Jean-Chrysostome Bruslé de Montpleinchamp: L'Histoire De Filipe Emanuel De Loraine Duc De Mercoeur. Köln 1689.","Köln","","6.6667","50.9333","1689","","","1003171","","","",
"Louis Videl: Histoire Dv Connestable De Lesdigvieres. Paris 1666.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 2720","2.333333","48.866667","1666","","","7008038","","","",
"Joseph-François Bourgoing de Villefore: La veritable vie d' Anne Genevieve de Bourbon, Duchesse de Longueville. Amsterdam 1739.","Amsterdam","","4.916667","52.35","1739","","","7006952","","","",
"C. Lemaire: Paris ancien et nouveau. Paris 1685.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1138","2.333333","48.866667","1685","","","7008038","","","",
"Anthelme Tricaud: Histoire des dauphins François, et des princesses qui ont porté en France la qualité de dauphines. Paris 1713.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1995","2.333333","48.866667","1713","","","7008038","","","",
"Pinsson de la Martinière, Jean: L' Etat de la France .... Paris 1712.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1590","2.333333","48.866667","1712","","","7008038","","","",
"Simon Goulart: Le ... Recueil, contenant L'Histoire Des Choses Plvs Memorables Avenves sous la Ligue. Genf 1593.","Genf","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 812","6.148113","46.195602","1593","","","7007279","","","",
"Faye Jacques: Les Remonstrances ou harangues faictes en la Cour de Parlement de Paris aux ouvertures des plaidoyries. Paris 1600.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 1358","2.333333","48.866667","1600","","","7008038","","","",
"Charles de Montchal: Memoires de Mr. de Montchal, archeveque de Toulouse. Rotterdam 1718.","Rotterdam","","4.5","51.916667","1718","","","7006792","","","",
"Cardinal Mazarin: Lettres Du Cardinal Mazarin OÃ¹ l'on voit Le Secret de la Négotiation de la Paix Des Pirenées; & la Relation des Conferences qu'il a eües pour ce sujet avec D. Louis de Haro, Ministre d'Espagne. Amsterdam 1690.","Amsterdam","","4.916667","52.35","1690","","","7006952","","","",
"Claude Le Ragois: Instruction sur l'histoire de France, et sur la Romaine. Paris 1722.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2235","2.333333","48.866667","1722","","","7008038","","","",
"Jean Filleau de la Chaise: Histoire De S. Louis. Paris 1688.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1018","2.333333","48.866667","1688","","","7008038","","","",
"Louis Le Gendre: Vie Du Cardinal D'Amboise, Premier Ministre De Louis XII.. Rouen 1724.","Rouen","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 63","1","49.5","1724","","","7610552","","","",
"Jacques Auguste de Thou: Memoires de la vie de Jacques-August de Thou, conseiller d'État et président a mortier au parlement de Paris. [Trad. du latin par Jacques George Le Petit et Frédéric Costard]. Amsterdam 1713.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 4682","4.916667","52.35","1713","","","7006952","","","",
"Pierre Coste: Histoire De Louis De Bourbon II. Du Nom, Prince De Condé, Premier Prince Du Sang. Köln 1693.","Köln","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: Xd 8° 1237: ","6.6667","50.9333","1693","","","1003171","","","",
"Pierre Le Moyne: Saint Louys. Paris 1658.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2172","2.333333","48.866667","1658","","","7008038","","","",
"Michel de Marolles: Histoire des roys de France et des choses plus memorables qui se sont passées sous leur régne, depuis l'origine de cette monarchie jusques à présent. Paris 1663.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1293","2.333333","48.866667","1663","","","7008038","","","",
"René-Auguste-Constantin de Renneville: L'Inquisition Françoise Ou L'Histoire De La Bastille. Amsterdam 1719.","Amsterdam","","4.916667","52.35","1719","","","7006952","","","",
"Memoires de Mr. Joly Conseiller au Parlement, contenant l'histoire de la regence d'Anne d'Autriche et des premieres années de la majorité de Louis XIV. jusqu'en 1666 .... Amsterdam 1718.","Amsterdam","","4.916667","52.35","1718","","","7006952","","","",
"Isaac de Larrey: L'Heritiere De Guyenne, Ou Histoire D'Eleonor, Fille de Guillaume, dernier Duc de Guyenne, Femme de Louis VII. Roy de France, & en-suite de Henri II. Roy d'Angleterre. Rotterdam 1691.","Rotterdam","","4.5","51.916667","1691","","","7006792","","","",
"Charlotte-Rose de Caumont de La Force: Anecdotes Du Seizieme Siécle, Ou Intrigues De Cour, Politiques, Et Galantes. Amsterdam 1741.","Amsterdam","","4.916667","52.35","1741","","","7006952","","","",
"Nicolas Le Petit: La Vie De Monsieur Le Duc De Montausier Pair De France, Gouverneur De Monseigneur Louis Dauphin, Bisayeul Du Roy A Present Regnant. Paris 1729.","Paris","","2.333333","48.866667","1729","","","7008038","","","",
"Guillaume Plantavit de La Pause: Memoires du maréchal De Berwik, duc et pair de France, et généralissime des armées de Sa Majesté. Den Haag 1737.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 380","4.3","52.083333","1737","","","7006810","","","",
"Godefroi, Comte d'Estrades: Lettres, Memoires, Et Negociations De Monsieur Le Comte D'Estrades, Ambassadeur de Sa Majesté Trés-ChrÃªtienne, en Italie, en Angleterre, & en Hollande. Den Haag 1719.","Den Haag","","4.3","52.083333","1719","","","7006810","","","",
"Jean-Baptiste Cadry: Apologie pour les chartreux, que la persécution eccitee contre eux au sujet de la bulle Unigenitus a obligés de sortit de leurs monastéres.. Amsterdam 1725.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Tq 211","4.916667","52.35","1725","","","7006952","","","",
"Simon de Riencourt: Histoire de Louis XIV., Roy de France et de Navarre. Paris 1695.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1737 (1)","2.333333","48.866667","1695","","","7008038","","","",
"Nicolas Aubin: Cruels effets de la vengeance du cardinal de Richelieu, ou histoire des diables de Loudun, de la possession des religieuses Ursulines, et de la condamnation & du suplice d'urbain Grandier, Curé de la mÃªme ville. Amsterdam 1716.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 75","4.916667","52.35","1716","","","7006952","","","",
"Jean-Baptiste Dubos: Histoire De La Ligue Faite A Cambray, Entre Jules II. Pape, Maximilien I. Empereur, Louis XII. Roi de France, Ferdinand V. Roi d'Arragon, & tous les Princes d'Italie. Contre La Republique De Venise. Den Haag 1710.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gh 601","4.3","52.083333","1710","","","7006810","","","",
"Louis XII of France: Lettres du roy Louys XII. et du cardinal George d'Amboise. Brüssel 1712.","Brüssel","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1232","4.333333","50.833333","1712","","","7007868","","","",
"Jean François Paul de Gondi: Memoires Du Cardinal De Retz. Amsterdam 1719.","Amsterdam","","4.916667","52.35","1719","","","7006952","","","",
"Jean Lévesque de Burigny: Histoire De La Pairie De France Et Du Parlement De Paris. London 1740.","London","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1137","-.093689","51.514125","1740","","","7011798","","","",
"Henri-Auguste de Loménie, comte de Brienne: Memoires Du Comte De Brienne, Ministre & Premier Secretaire d'Etat. Amsterdam 1719.","Amsterdam","","4.916667","52.35","1719","","","7006952","","","",
"Mémoires de la vie de mylord Duc d'Ormond .... Den Haag 1737.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 740","4.3","52.083333","1737","","","7006810","","","",
"Gatien de Courtilz de Sandras: Memoires De Gaspard Comte De Chavagnac, Maréchal De Camp dans les Armées du Roy, General de l'Artillerie, Sergent de Batailles de celles de Sa Majesté Catholique, & Lieutenant General des Troupes de l'Empereur & son Ambassadeur en Pologne. Amsterdam 1701.","Amsterdam","","4.916667","52.35","1701","","","7006952","","","",
"Philippe de Montaut-Bénac de Navailles: Mémoires du duc de Navailles et de La Valette, pair et Marechal de France, & Gouverneur de Monseigneur le Duc de Chartres. Amsterdam 1701.","Amsterdam","","4.916667","52.35","1701","","","7006952","","","",
"Germain Brice: Déscription de la ville de Paris et de tout ce qu'elle contient de plus remarquable. Amsterdam 1718.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 258","4.916667","52.35","1718","","","7006952","","","",
"Michel de Pure: Histoire Du MarÃªchal De Gassion. Amsterdam 1696.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 1465","4.916667","52.35","1696","","","7006952","","","",
"Henry II of Lorraine, Duke of Guise: Les memoires de feu monsieur le duc de Guise. Amsterdam 1669.","Amsterdam","","4.916667","52.35","1669","","","7006952","","","",
"Pierre Thomas: Mémoires Du Sieur de Pontis, officier des armées du roy. Amsterdam 1694.","Amsterdam","","4.916667","52.35","1694","","","7006952","","","",
"Memoire du procez extraordinaire, contre la Dame de Brinvilliers, prisonniere en la Conciergerie du Palais, accusée. Amsterdam 1676.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: QuN 985.2 (1)","4.916667","52.35","1676","","","7006952","","","",
"Les coustumes generales et particulieres de France et des Gaulles. Paris 1635.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Rf 2° 7","2.333333","48.866667","1635","","","7008038","","","",
"Louis Le Gendre: Nouvelle Histoire De France. Paris 1718.","Paris","","2.333333","48.866667","1718","","","7008038","","","",
"Pierre Matthieu: Histoire de France soubs les regnes de François I., Henry II., François II., Charles IX., Henry III., Henry IV., Louys XIII. et des choses plus memorables advenues aux autres Estats de la Chrestienté depuis cent ans. Paris 1631.","Paris","","2.333333","48.866667","1631","","","7008038","","","",
"François Eudes de Mézeray: Histoire de France. Paris 1643.","Paris","","2.333333","48.866667","1643","","","7008038","","","",
"Hist. de la vie du Connetable de Lesdiguieres, par L. Videl. Paris 1738.","Paris","","2.333333","48.866667","1738","","","7008038","","","",
"Maximilien de Béthune, Duke of Sully: Memoires Des Sages Et Royalles Oeconomies D'Estat, Domestiqves, Politiqves Et Militaires De Henry Le Grand, L'Exemplaire Des Roys, Le Prince Des Vertvs, des Armes & des Loix, & le Pere en effet de ses peuples François. Et Des Servitvdes Vtiles, Obeissances Convenables & administrations loyales de Maximilian De Bethvne l'vn des plus confidens, familiers & vtiles soldats & Seruiteurs du grand Mars des François. Amsterdam 1632.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2° 72","4.916667","52.35","1632","","","7006952","","","",
"Charles de Saint-Paul: Histoire Du Ministere D'Armand Iean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Ivste, XIII. Du Nom, Roy De France Et De Navarre. Paris 1650.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2° 80","2.333333","48.866667","1650","","","7008038","","","",
"Honoré Bouche: La chorographie ou description de Provence et l'histoire chronologique du mesme pays. Aix-en-Provence 1664.","Aix-en-Provence","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2° 7","5.333333","43.5","1664","","","7665370","","","",
"Sanson, Jacques: L'histoire genealogiqve des comtes de Pontiev et Maievrs d'Abbeville. Paris 1657.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2° 65","2.333333","48.866667","1657","","","7008038","","","",
"Jean Chartier: Histoire De Charles VII. Roy De France, Par Iean Chartier, Sous-Chantre de S. Denys; Iacqves Le Bovvier, Dit Berry, Roy D'Armes, Mathiev De Covcy, Et Avtres Avthevrs Dv Temps. Paris 1661.","Paris","","2.333333","48.866667","1661","","","7008038","","","",
"Jean de Serres: Inventaire General De L'Histoire De France, Depuis Pharamond iusques à present .... Paris 1618.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 2° 67","2.333333","48.866667","1618","","","7008038","","","",
"François-Timoléon de Choisy: L'histoire de Philippe de Valois et du Roi Jean. Amsterdam 1688.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 359","4.916667","52.35","1688","","","7006952","","","",
"Antoine Varillas: La Minorité De Saint Louis. Den Haag 1687.","Den Haag","","4.3","52.083333","1687","","","7006810","","","",
"Gatien de Courtilz de Sandras: Testament politique du Marquis de Louvois, Premier ministre d'Etat sous le regne de Louis XIV. roy de France. Köln 1695.","Köln","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 2838","6.6667","50.9333","1695","","","1003171","","","",
"Paul Phélypeaux de Pontchartrain: Mémoires concernant les affaires de France sous la régence de Marie de Médicis. Den Haag 1720.","Den Haag","","4.3","52.083333","1720","","","7006810","","","",
"François-Timoléon de Choisy: Memoires pour servir a l'histoire de Louis XIV.. Amsterdam 1727.","Amsterdam","","4.916667","52.35","1727","","","7006952","","","",
"Adrien Baillet: La Vie D'Edmond Richer, Docteur De Sorbonne. Lüttich 1714.","Lüttich","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Db 3771","5.5","50.5","1714","","","7003460","","","",
"François de La Rochefoucauld: Memoires De La Minorité De Louis XIV.. Villefranche 1688.","Villefranche","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1100","7.416667","45.733333","1688","","","7036776","","","",
"Charles Auguste de la Fare: Memoires Et Reflexions Sur Les Principaux Evenemens Du Regne De Louis XIV. et Sur Le Caractere Ce Ceux Qui Y Ont Eu La Principale Part. Rotterdam 1716.","Rotterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1027","4.5","51.916667","1716","","","7006792","","","",
"Henri de Boulainvilliers: Histoire De L'Ancien Gouvernement De La France. Den Haag 1727.","Den Haag","","4.3","52.083333","1727","","","7006810","","","",
"Richard, René: Parallele Du Cardinal De Richelieu Et Du Cardinal Mazarin. Amsterdam 1716.","Amsterdam","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1522 ","4.916667","52.35","1716","","","7006952","","","",
"Commentaires de Blaise de Montluc maréchal de France. Paris 1661.","Paris","","2.333333","48.866667","1661","","","7008038","","","",
"Henri II de Rohan: Mémoires dv Dvc de Rohan, Sur les choses advenuës en France, depuis la Mort de Henry le Grand, iusques à la Paix faite avec les Réformez, au mois de Iuin 1629 .... Paris 1665.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 3080","2.333333","48.866667","1665","","","7008038","","","",
"Gatien de Courtilz de Sandras: La Vie De Jean-Baptiste Colbert Ministre D'Etat. Sous Louys XIV. Roy De France. Köln 1695.","Köln","","6.6667","50.9333","1695","","","1003171","","","",
"Simon Du Cros: Memoires De Henry, Dernier Dvc De Mont-Morency. Paris 1665.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Lm 2657","2.333333","48.866667","1665","","","7008038","","","",
"Henri Beauvau: Memoires Du Marquis De Beauvau, Pour servir à l'Histoire De Charles IV. Duc de Lorraine et de Bar. Köln 1688.","Köln","","6.6667","50.9333","1688","","","1003171","","","",
"Daniel de Larroque: La vie de François-Eudes de Mezeray. Amsterdam 1726.","Amsterdam","","4.916667","52.35","1726","","","7006952","","","",
"Daudet, Louis Pierre: Nouveau guide des chemins du royaume de France. Paris 1724.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Cc 171","2.333333","48.866667","1724","","","7008038","","","",
"Boyer, Philibert: Le Stile De La Cour De Parlement. & forme de proceder en toutes les Cours souveraines du Royaume de France .... Paris 1606.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Rf 139","2.333333","48.866667","1606","","","7008038","","","",
"Caesar, duc de Choiseul: Memoires Des Divers Emplois, Et Des Principales Actions. Paris 1676.","Paris","","2.333333","48.866667","1676","","","7008038","","","",
"Pinsson de la Martinière, Jean: Le vray et nouveau Estat de la France, comme elle est gouvernée à présent. Paris 1654.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 1577","2.333333","48.866667","1654","","","7008038","","","",
"Charles de Saint-Paul: Histoire Dv Ministere D'Armand Jean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Juste, XIII. Du Nom Roy de France & de Navarre. Paris 1650.","Paris","","2.333333","48.866667","1650","","","7008038","","","",
"Dalairac, François-Paulin: Mémoires. Amsterdam 1700.","Amsterdam","","4.916667","52.35","1700","","","7006952","","","",
"Marie de Nemours: Memoires de madame la duchesse de Nemours. Amsterdam 1718.","Amsterdam","","4.916667","52.35","1718","","","7006952","","","",
"Abrégé Dv Procés Fait Aux Juifs De Mets. Paris 1670.","Paris","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 3 ","2.333333","48.866667","1670","","","7008038","","","",
"Mémoires Pour L'Histoire Du Cardinal Duc De Richelieu. Köln 1667.","Köln","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gk 73","6.6667","50.9333","1667","","","1003171","","","",
"Galeazzo Gualdo Priorato: Histoire Du Ministere Du Cardinal Jules Mazarin, Premier Ministre de la Couronne de France. Amsterdam 1671.","Amsterdam","","4.916667","52.35","1671","","","7006952","","","",
"Galeazzo Gualdo Priorato: Histoire du ministere du cardinal Jules Mazarin, premier ministre de la couronne de France. Den Haag 1681.","Den Haag","","4.3","52.083333","1681","","","7006810","","","",
"Paul de Rapin: Histoire D'Angleterre, Par Mr. De Rapin Thoyras. Den Haag 1724.","Den Haag","Exemplar der Sammlung von Philippine Charlotte von Braunschweig-Lüneburg nachgewiesen in der Herzog August Bibliothek. Signatur: M: Gr 4° 52","4.3","52.083333","1724","","","7006810","","","",
