id;pageCat;imageCat;numberCat;itemInVolume;titleCat;titleBib;titleNormalized;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;place1;place2;publishers;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
515;56;70;209-213;;Mem. de Mr l'Abbé de Monton, conten. les differentes negotin tions dans les cours de France d'Espagne et de Portugal depuis 1725. 1748. T. II. II. III. IV. V. ;Mémoires;;Charles Alexandre de Montgon#100311032;;;;;;;;;;;1748;8°;Arm. IV, (g) 7. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150316194;Herzog August Bibliothek Wolfenbüttel;M: Lm 2648;;;;;;;;;;;M: Lm 2648:1
247;28;38;218;;Hist. de la vie de Soliman II. Emp. des Turcs, par Ch. Ancillon. Rotterd. 1706. ;Histoire de la vie de Soliman Second Empereur des Turcs.;;Charles Ancillon#117660736m;;;;Süleyman Osmanisches Reich, Sultan#122838068;;;;Rotterdam#getty7268776;;;1706;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;15072375X;;;;;;;;;;;;;M: Gv 984
399;44;58;31;;Mem. et reflex sur les principaux evenemens du regne de Louis XII. par L. M. D. La Fare. Rotterd. 1716. ;Memoires Et Reflexions Sur Les Principaux Evenemens Du Regne De Louis XIV. et Sur Le Caractere Ce Ceux Qui Y Ont Eu La Principale Part;;Charles Auguste de la Fare#118778439m;;;;Kaspar Fritsch#1037501284;;;;Rotterdam#getty7268776;;;1716;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;138892679;Herzog August Bibliothek Wolfenbüttel;M: Gk 1027;;;;;;;;;;;M: Gk 1027
808;89;115;42-44;;Cours de belles lettres distribué par exercices. Par. 1747. T. I. II. III. ;Cours De Belles Lettres Distribué Par Exercices;;Charles Batteux#118507141m;;;;;;;;Paris#getty7008038;;;1747;8°;Arm. VII, (b) 2. rang, in Octav.;Kunst ; Allgemeine Nachschlagewerke und Darstellungen;Druck;fre;GBV;150259956;Herzog August Bibliothek Wolfenbüttel;M: Ua 5;;;;;;;;;;;M: Ua 5:1
896;97;123;223;;Les beaux arts reduits à un meme principe. Par. 1747. ;Les beaux arts réduits à un mème principe;;Charles Batteux#118507141m;;;;;;;;Paris#getty7008038;;;1747;8°;Arm. VII, (g) 7. rang, in Octav.;Kunst ; Allgemeine Nachschlagewerke und Darstellungen;Druck;fre;GBV;150259913;Herzog August Bibliothek Wolfenbüttel;M: Ua 2;;;;;;;;;;;M: Ua 2
1332;233;265;[64-65];;Oeuvres galants de M. Cotin Par. 1665. T. I. II. x;Oeuvres galantes de Mr. Cotin;;Charles Cotin#116689609m;;;;;;;;Paris#getty7008038;;;1665;8°;Neben Cabinet;;;Druck;fre;GBV;361278454;;;;;;;;;;;;;
1390;238;270;[138];;Nouv. rec. des enigmes. Par. 1659. ;Recueil des énigmes de ce temps;;Charles Cotin#116689609m;;;;;;;;Paris#getty7008038;;;1659;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;150283326;;;;;;;;;;;;;M: Lm 877
1399;239;271;[149];;Rec. des enigmes, par Ch. Cotin. Rouen 1655. x;Recueil des énigmes de ce temps;;Charles Cotin#116689609m;;;;;;;;Paris#getty7008038;;;1655;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;15028330X;;;;;;;;;;;;;M: Lm 876
1362;236;268;[110];;Proverbes, Par. 1557. x;Proverbes et dicts sententieux;;Charles de Bovelles#120882841m;;;;;;;;Paris#getty7008038;;;1557;8°;Neben Cabinet;;;Druck;fre;GBV;1113916001;;;;;;;;;;;;;
1328;233;265;[56];;Lamekis, oux les voiages extraord. d'un Egiptien dans la terre intereure. par le Chev. de Mouhy. Par. 1735. x;Lamekis Ou Les Voyages Extraordinaires D'Un Egyptien Dans la Terre intérieure. Avec La découverte de l'isle des Silphides;;Charles de Fieux#104056444;;;;;;;;Paris#getty7008038;;;1735;8°;Neben Cabinet;;;Druck;fre;GBV;389501654;;;;;;;;;;;;;
1329;233;265;[57-59];;Mem. d'An?e Marie de Moras C. de Courbon. Haie 1740. T. I. II. III. x;Mémoires d'Anne-Marie de Moras Comtesse de Courbon;;Charles de Fieux#104056444;;;;;;;;Den Haag#getty7006810;;;1740;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;150923562;;;;;;;;;;;;;M: Lm 2676
345;39;51;167-168;;Mem. de M. Montchal Archev. de Toulouse, cont. des particularités de la vie et du ministere du C.al de Richelieu, Roterd. 1718. T. I. II. ;Memoires de Mr. de Montchal, archeveque de Toulouse;;Charles de Montchal#137401493;;;;Armand Jean du Plessis Richelieu#118600354;;;;Rotterdam#getty7268776;;;1718;8°;Arm. III, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;138921075;;;;;;;;;;;;;M: Gk 1401
1270;139;171;[65-69] ;;Oeuvres de M. de S. Evremond Amst. 1726. T. I.-V. ;Oeuvres;;Charles de Saint-Évremond#118794116m;;;;;;;;Amsterdam#getty7006952;;;1726;8°;Arm. XI, b) 2. rang in oct.;Literatur ; Französische Literatur;Druck;fre;GBV;15097647X;Herzog August Bibliothek Wolfenbüttel;M: Lm 3196;;;;;;;;;[gestr. VII c 84-88];;M: Lm 3196
1217;127;157;115;;"S. Evremoniana; ";Saint-Evremoniana. Ou Receuil De diverses Piéces Curieuses. Avec des pensées judicieuses, de beaux traits d'Histoire, & des Remarques trés utiles;;Charles de Saint-Évremond#118794116m;;;;... Bontemps;;;;Amsterdam#getty7006952;;;1701;8°;Arm. IX, (d) 4. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;241856256;;;;;;;;;;;;;M: Lm 3204:6 (2)
1229;129;159;159-160;;Melange curieux des meilleures pieces attribuées à Mr de S. Evremond. Amst. 1706. T. I. II. ;Mélanges curieux des meilleures piéces attribuées à Mr. de Saint-Évremond, et de plusieurs autres ouvrages rares et nouveaux;;Charles de Saint-Évremond#118794116m;;;;;;;;Amsterdam#getty7006952;;;1706;8°;Arm. IX, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;15097695X;;;;;;;;;;;;;M: Lm 3207
386;43;57;12;;Hist. du ministere du C.al Duc de Richelieu. Par. 1650. ;Histoire Du Ministere D'Armand Iean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Ivste, XIII. Du Nom, Roy De France Et De Navarre;;Charles de Saint-Paul#128805889;;;;Armand Jean du Plessis Richelieu#118600354;;;;Paris#getty7008038;;;1650;2°;Arm. IV, (a) 1. rang, in folio;Geschichte ; Frankreich;Druck;fre;GBV;237321378;Herzog August Bibliothek Wolfenbüttel;M: Gk 2° 80;;;;;;;;;;;M: Gk 2° 80
413;46;60;49;;Hist. du ministere du C.al Duc de Richelieu, Par. 1650. T. I. ;Histoire Dv Ministere D'Armand Jean Du Plessis Cardinal Duc De Richelieu, Sous Le Regne De Louys Le Juste, XIII. Du Nom Roy de France & de Navarre;;Charles de Saint-Paul#128805889;;;;Armand Jean du Plessis Richelieu#118600354;;;;Paris#getty7008038;;;1650;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;237320568;;;;;;;;;;;;;M: Gk 2038
1027;110;138;120;;Conference de M. le Brun, pr Peintre du Roi sur l'expression generale et particuliere. Amst. 1698. ;Conference de Monsieur LeBrun;;Charles Le Brun#118779141;;;;Bernard Picart#123379636;;;;Amsterdam#getty7006952;;;1698;8°;Arm. VIII, (d) 4. rang, in octav.;Kunst ; Plastik und Malerei;Druck;fre;GBV;150891091;Herzog August Bibliothek Wolfenbüttel;M: Ug 95;;;;;;;;;;;M: Ug 95
1009;108;136;98;;Tr. de l'Ortografe françois en forme de dictionaire. à Poitiers. 1739. ;Traité de l'orthographe françoise en forme de dictionnaire;;Charles Le Roy#123555264;;;;;;;;Poitiers#getty7017418;;;1739;8°;Arm. VIII, (d) 4. rang, in octav.;Sprachwissenschaft ; Französische Grammatik;Druck;fre;GBV;150254121;Herzog August Bibliothek Wolfenbüttel;M: Kl 183;;;;;;;;;;;M: Kl 183
1220;127;157;118;;Hist. des medailles, ou introd. à la con?oissance de cette science, par Ch. Patin. 1695. Par. ;Histoire Des Medailles Ou Introduction A La Connoissance De Cette Science;;Charles Patin#116053356m;;;;... Moigon;Daniel Penningen;;;Paris#getty7008038;;;1695;8°;Arm. IX, (d) 4. rang, in Octav.;Historische Hilfswissenschaften ; Numismatik;Druck;fre;GBV;150166478;;;;;;;;;;;;;M: Fg 165
1069;113;141;181;;Lettres Choisies de Mrs de l'Academie françoise, Par. 1708. ;Lettres choisies de Messieurs de l'academie Françoise;;Charles Perrault#118740008m;;;;;;;;Paris#getty7008038;;;1708;8°;Arm. VIII, (e) 5. rang, in Oct.;Literatur ; Französische Literatur;Druck;fre;GBV;141760478;;;;;;;;;;;;;M: Lm 4139
268;31;43;33-35;;Hist. de Louis XI. par M. Du Clos. Amst. 1746. T. I II. III. ;Histoire De Louis XI.;;Charles Pinot Duclos#118672576m;;;;;;;;Amsterdam#getty7006952;;;1746;8°;Arm. III, (b) 2. rang in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;147706246;;;;;;;;;;;;;M: Gk 548:1
1372;236;268;[120];;Le puits de la verite, Amst. x;Le Puits De La Verité;;Charles Rivière Dufresny#118672606;;;;;;;;Amsterdam#getty7006952;;;1699;8°;Neben Cabinet;Quodlibetica Nova;;Druck;fre;GBV;180009346;;;;;;;;;;;;;M: QuN 1058d (2)
740;81;103;111-124;;Rollin, Hist. ancien?e des Egyptiens Carthaginois Assyriens. Amst. 1730. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI. P. I. I. II. XII. XIII. ;Histoire Ancienne des Egyptiens, des Carthaginois, des Assyriens, des Babyloniens, des Medes et des Perses, des Macedoniens, des Grecs;;Charles Rollin#117593540m;;;;;;;;Amsterdam#getty7006952;;;1730;8°;Arm. VI, (e) 5. rang, in Octav.;Geschichte ; Antike;Druck;fre;GBV;229931685;;;;;;;;;;;;;M: Gc 65:1
741;81;103;125-140;;Rollin, Histoire Romaine Amst. 1739. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI. XII. XIII. XIV. XV. XVI. ;Histoire Romaine Depuis La Fondation De Rome Jusqu'A La Bataille D'Actium: C'est-à-dire jusqu'à la fin de la République;;Charles Rollin#117593540m;;;;Jean Baptiste Louis Crevier#100095224;;;;Amsterdam#getty7006952;;;1739;8°;Arm. VI, (e) 5. rang, in Octav.;Geschichte ; Römische Geschichte;Druck;fre;GBV;149926693;Herzog August Bibliothek Wolfenbüttel;M: Gg 501;;;;;;;;;;;M: Gg 501
849;93;119;126-129;;Rollin, de la maniere d'enseigner et d'etudier les belles lettres, par rapport à l'esprit et au coeur, Par. 1726. T. I. II. III. IV. ;De La Maniere D'Enseigner Et D'Etudier Les Belles Lettres, Par raport à l'esprit & au coeur;;Charles Rollin#117593540m;;;;Jacques Estienne#1037533895;Gabriel François Quillau#103757768X;;;Paris#getty7008038;;;1726;8°;Arm. VII, (d) 4. rang, in Octav.;Wissenschaftskunde ; Geschichte der Wissenschaften;Druck;fre;GBV;230036716;Herzog August Bibliothek Wolfenbüttel;M: Ea 575;;;;;;;;;;;M: Ea 575:1
1103;116;144;246;;La Bibliotheque françoise de M. C. Sorel, Par. 1667. ;La Bibliotheqve Françoise, De M. C. Sorel Premier Historiographe de France;;Charles Sorel, sieur de Souvigny#11861570Xm;;;;;;;;Paris#getty7008038;;;1667;8°;Arm. VIII, (g) 7. rang, in Octav.;Wissenschaftskunde ; Geschichte der Wissenschaften;Druck;fre;GBV;135484189;;;;;;;;;;;;;M: Ea 642
883;96;122;197;;Principes de la philosophie on preuves naturelles de l'existence de Dieu et de l'im?ortalité de l'ame, par l'Abbé Genest. Amst. 1707. ;Principes De Philosophie, Ou Preuves Naturelles De L'Existence De Dieu Et De L'Immortalite' De L'Ame;;Charles-Claude Genest#133459128m;;;;;;;;Amsterdam#getty7006952;;;1717;8°;Arm. VII, (f) 6. rang, in Octav;Literatur ; Französische Literatur;Druck;fre;GBV;151722269;Herzog August Bibliothek Wolfenbüttel;M: Lm 1558;;;;;;;;;;;M: Lm 1558
1314;232;264;[30];;Le divertissement de Seaux. Par. 1712. x;Les Divertissemens De Seaux;;Charles-Claude Genest#133459128m;;;;;;;;Trévoux#getty7009510;;;1712;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;151722234;;;;;;;;;;;;;M: Lm 1556a
850;93;119;130-131;;Traité du vrai merite de l'hom?e, par M. le Maitre de Cla- ville. Francf. 1742. T. I. II. ;Traité Du Vrai Merite De L'Homme;;Charles-François-Nicolas Le Maître de Claville#100085326m;;;;Jean Duren#104288418;;;;Den Haag#getty7006810;;;1738;8°;Arm. VII, (d) 4. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151386196;Herzog August Bibliothek Wolfenbüttel;M: Lm 2164;;;;;;;;;;;M: Lm 2164:1
167;20;30;85;;La vie de S. Norbert Archev. de Magdebourg, et Fondateur de l'ordre des Chanoines Premontrés, par L. Chr. Hugo. Luxemb. 1704. ;La Vie de S. Norbert, Archevèque de Magdebourg et fondateur de l'Ordre de chanoines Prémontrez.;;Charles-Hyacinthe Hugo#121403106;;;;Norbert von Xanten, Magdeburg, Erzbischof, Heiliger#118588567;;;;Luxemburg#getty7003514;;;1704;4°;Arm. II, (d) 4. rang, in quarto;Staatswissenschaften ; Hagiographie;Druck;fre;GBV;15159080X;Herzog August Bibliothek Wolfenbüttel;M: Tn 4° 4;;;;;;;;;;;M: Tn 4°  4
949;102;130;30-31;;Oeuvres diverses de M. l'Abbé de S. Pierre. Par. 1730. T. I. II. ;Œuvres Diverses De Monsieur L'Abbé De Saint-Pierre;;Charles-Irénée Castel de Saint-Pierre#119510952;;;;;;;;Paris#getty7008038;;;1730;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150066457;Herzog August Bibliothek Wolfenbüttel;M: Lm 725d;;;;;;;;;;;M: Lm 725d:1
1011;108;136;100;;Reflexions sur l'Anti Machiavel, par M. l'Abbé de S. Pierre, Roterd. 1741. ;Reflexions Sur L'Antimachiavel De 1740;;Charles-Irénée Castel de Saint-Pierre#119510952;;;;Jan Daniel Beman#1037505328;Friedrich Preußen, König#118535749;;;Rotterdam#getty7268776;;;1741;8°;Arm. VIII, (d) 4. rang, in octav.;Staatswissenschaften ; Staatslehre und Politik;Druck;fre;GBV;147551609;Herzog August Bibliothek Wolfenbüttel;M: Sf 729;;;;;;;;;;;M: Sf 728, M: Sf 729
265;30;42;26-27;;Nouv. abregé de l'hist. de France, Par. 1749. T. I. II. ;Nouvel abregé chronologique de l'histoire de France, en deux parties;;Charles-Jean-François Hénault#117516449m;;;;;;;;Paris#getty7008038;;;1749;8°;Arm. III, (b) 2. rang in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;19189270X;Herzog August Bibliothek Wolfenbüttel;M: Gk 879;;;;;;;;;;;M: Gk 879:1
331;37;49;139;;Nouv. abregé chronolog. de l'hist. de France, Par. 1746. ;Nouvel Abregé Chronologique De L'Histoire De France;;Charles-Jean-François Hénault#117516449m;;;;Secousse;Ludwig XIV. Frankreich, König#118816829;;;Paris#getty7008038;;;1746;8°;Arm. III, (e) 5. rang, in octav.;Geschichte ; Frankreich;Druck;fre;GBV;191892327;;;;;;;;;;;;;M: Gk 877
179;21;31;102;;Le triomphe de l'innocence, on particularés peu con?ues aussi hono- rables aux Reformés de France qu'elles le sont peu à leurs adversaires, par Mr de Beausobre. 1751. ;"Le Triomphe de l'Innocence ou particularités peu connues; aussi honorables aux réformés de France, qu'elles le sont peu à leurs adversaires.";;Charles-Louis de Beausobre#117767972m;;;;;;;;Berlin#getty7003712;;;1751;4°;Arm. II, (d) 4. rang, in quarto;Staatswissenschaften ; Regionale und lokale Kirchengeschichten;Druck;fre;GBV;150852746;Herzog August Bibliothek Wolfenbüttel;M: Tp 37;;;;;;;;;;;M: Tp 37
333;37;49;142-143;;Hist. de Marguerite de Valois Reine de Navarre, soeur de François. I. Par. 1720. T. I. II. ;Histoire de Marguerite de Valois, reine de Navarre, soeur de Francois I.;;Charlotte-Rose de Caumont de La Force#118638262f;;;;;Margarete Navarra, Königin#118577719;;;Paris#getty7008038;;;1720;8°;Arm. III, (e) 5. rang, in octav.;Geschichte ; Frankreich;Druck;fre;GBV;156749874;Herzog August Bibliothek Wolfenbüttel;M: Gk 1037;;;;;;;;;;;M: Gk 1037:1
358;40;52;187-188;;Anecdotes du XVII.eme Siecle, ou intrigues de la Cour, Amst. 1741. T. I. II. ;Anecdotes Du Seizieme Siécle, Ou Intrigues De Cour, Politiques, Et Galantes;;Charlotte-Rose de Caumont de La Force#118638262f;;;;;;;;Amsterdam#getty7006952;;;1741;8°;Arm. III, (g) 7. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;156749157;;;;;;;;;;;;;M: Gk 1035:1
487;54;68;182-183;;Hist. secrete de Bourgogne. Amst. 1729. T. I. II. ;Histoire Secrete De Bourgogne;;Charlotte-Rose de Caumont de La Force#118638262f;;;;;;;;Amsterdam#getty7006952;;;1729;8°;Arm. IV, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;156750112;Herzog August Bibliothek Wolfenbüttel;M: Gk 1039;;;;;;;;;;;M: Gk 1039:1
1380;237;269;[128];;Les Feés contes de contes, x;Les Fées, contes des contes;;Charlotte-Rose de Caumont de La Force#118638262f;;;;Marie Catherine Le Jumel de Barneville Aulnoy#118808788;;;;Amsterdam#getty7006952;;;1716;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;151681384;Herzog August Bibliothek Wolfenbüttel;M: Lm 185;;;;;;;;;;;M: Lm 185
811;90;116;50;;Dictionaire heraldique, par J. Chevillard. Par. 1723. ;Dictionnaire héraldique contenant les armes et blazons des princes, prélats, grands officiers de la couronne et de la maison du roy, des officiers del'épée, de la robe, et des finaces ...;;Chevillard, J.#1026828856;;;;;;;;Paris#getty7008038;;;1723;8°;Arm. VII, (b) 2. rang, in Octav.;Historische Hilfswissenschaften ; Heraldik;Druck;fre;GBV;150784090;Herzog August Bibliothek Wolfenbüttel;M: Fe 120;;;;;;;;;;;M: Fe 120
82;10;18;178;;Methode facile pour aprendre l'hist. de Savoie. Par. 1707. ;Méthode facile pour apprendre l'histoiore de Savoye depuis son origine jusqu'à présent ...;;Chilliat, Michel#1055507566;;;;;;;;Paris#getty7008038;;;1707;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Italien;Druck;fre;GBV;15079262X;Herzog August Bibliothek Wolfenbüttel;M: Gh 509;;;;;;;;;;;M: Gh 509
835;91;117;84;;La Logique, par C. Wolff à Lausane 1744.  ist in XI. gekom?;La Logique, ou Réflexions sur les forces de l'entendement humain, et sur leur légitime usage, dans la connoissance de la vérité;;Christian Wolff#118634771m;;;;Jean Deschamps#118933086;;;;Lausanne#getty7007299;;;1744;8°;Arm. VII, (c) 3. rang, in oktav;Literatur ; Neulateinische Literatur;Druck;fre;GBV;151285160;Herzog August Bibliothek Wolfenbüttel;M: Li 9936;;;;;;;;;;;M: Li 9936
856;93;119;142;;Ch. Wolff, Logique, ou reflex. sur les forces de l'enrendement hu main. Berl. 1736. ;Logique, Ou Réflexions Sur Les Forces De L'Entendement Humain, Et Sur Leur Legitime Usage, Dans La Connoissance De La Verite;;Christian Wolff#118634771m;;;;Jean Deschamps#118933086;Georg Paul Busch;;;Berlin#getty7003712;;;1736;8°;Arm. VII, (e) 5. rang, in Octav.;Literatur ; Neulateinische Literatur;Druck;fre;GBV;151284970;Herzog August Bibliothek Wolfenbüttel;M: Li 9935;;;;;;;;;;;M: Li 9935
209;24;34;143b);;Abregé chronol. de l'hist et du droit public d'Allemagne. à Par. 1754. ;Abrégé Chronologique De L'Histoire Et Droit Public D'Allemagne ...;;Christian-Frédéric Pfeffel#116162139m;;;;;;;;Paris#getty7008038;;;1754;8°;Arm. II, (e) 5. rang in Octav.;Geschichte ; Deutsche Geschichte: allgemein;Druck;fre;GBV;193303345;;;;;;;;;;;ergänzt;;M: Gl 3570
469;52;66;149;;Hist. de notre tems, pour le Lait de la religion depuis le 23. Mar. 1569. 1570. ;Histoire de nostre temps, contenant un recuil des choses memorables passees et publiees pour la faict de la religion et estat de la France, depuis l'Edict de paciffication du 23. iour de mars, 1568. iusques au iour present ...;;Christophe Landré#100999859;C. Martel#1055690107;;;;;;;;;;1570;8°;Arm. IV, (e) 5. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;215025636;Herzog August Bibliothek Wolfenbüttel;M: Gk 1086;;;;;;;;;;;M: Gk 1086
728;80;102;89-91;;Lettres familieres de Ciceron, trad. par l'Abbé Prevot Par. 1746. II. III. ;Lettres ... qu'on nomme vulgairement familiéres.;;Cicero#118520814m;;;;Antoine François Prévost d'Exilles#118596462;;;;Paris#getty7008038;;;1745;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;151409404;Herzog August Bibliothek Wolfenbüttel;M: Lh 369;;;;;;;;;;;M: Lh 369
729;80;102;92-94;;Lettres de Cieron à ses amis, Haie 1709. T. I. II. III. ;Les Lettres De Ciceron A Ses Amis;;Cicero#118520814m;;;;Johannes Georgius Graevius#100156991;Louis Maumenet;;;Den Haag#getty7006810;;;1709;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;227608720;;;;;;;;;;;;;M: Lh 368
730;80;102;95-98;;Lettres de Cieron à Atticus, Haie 1709. T. III. III.  ;Les Lettres de Ciceron à Atticus;;Cicero#118520814m;;;;César Vichard Saint-Réal#118794175;Nicolas Hubert Mongault#104303956;Titus Pomponius Atticus#118504940;;Den Haag#getty7006810;;;1709;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;151405131;;;;;;;;;;;;;M: Lh 370
731;81;103;99;;Entretiens de Ciceron, sur les vraisbiens et sur les vrais maux, trad. par l'Abbe Regnier Des Marais. Par. 1721. ;Entretiens ... sur les vrais biens et sur les vrais maux.;;Cicero#118520814m;;;;François-Séraphin Régnier-Desmarais#115653139;;;;Paris#getty7008038;;;1721;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;151409668;Herzog August Bibliothek Wolfenbüttel;M: Lh 361;;;;;;;;;;;M: Lh 361
732;81;104;100-102;;Entretiens de Ciceron sur la nature des Dieux, Par. 1721. T. I. II. III. ;Entretiens de ... sur la nature des dieux.;;Cicero#118520814m;;;;Pierre Joseph Olivet#117122033;;;;Paris#getty7008038;;;1721;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;151409889;Herzog August Bibliothek Wolfenbüttel;M: Lh 350;;;;;;;;;;;M: Lh 350
733;81;103;103;;Tr. de la dination de Cieron, trad. par l'Abbé Regnier Des Marais Amst. 1711. ;Traité De La Divination;;Cicero#118520814m;;;;François-Séraphin Régnier-Desmarais#115653139;;;;Amsterdam#getty7006952;;;1711;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;151404631;;;;;;;;;;;;;M: Lh 349
734;81;103;104;;Les offices de Cieron, Haie 1692. ;Les Offices de Cicéron. Traduits en françois sur la nouvelle édition latine de Graevius, avec des notes, et des sommaires des chapiters. Par l'autheur de la Traduction des lettres de S. Augustin;;Cicero#118520814m;;;;Philippe Du Bois- Goibaud#100755828;Johannes Georgius Graevius#100156991;;;Den Haag#getty7006810;;;1692;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;150800177;;;;;;;;;;;;;M: Lh 352
735;81;103;105-106;;Tusculanes de Cieron, trad. par M. Bouhier et d'Olivet. Par. 1737. T. I. II. ;Tusculanes.;;Cicero#118520814m;;;;Jean Bouhier#11943170X;Pierre Joseph Olivet#117122033;;;Paris#getty7008038;;;1737;8°;Arm. VI, (d) 4. rang, in Octav.;Literatur ; Römische Literatur;Druck;lat;GBV;15140450X;Herzog August Bibliothek Wolfenbüttel;M: Lh 357;;;;;;;;;;;M: Lh 357
769;84;106;208;;Penséés de Cieron, trad. pour servir à l'education de la jeunesse par M. Abbé d'Olivet. Amst. 1746. ;Pensées de Ciceron;;Cicero#118520814m;;;;Pierre Joseph Olivet#117122033;;;;Amsterdam#getty7006952;;;1746;8°;Arm. VI, (g) 7. rang, in Octav.;Literatur ; Römische Literatur;Druck;lat;GBV;151399069;Herzog August Bibliothek Wolfenbüttel;M: Lh 359;;;;;;;;;;;M: Lh 359
7;2;10;28-29;;Introduction à l'histoire des Maisons Souveraines de l'Europe, par te P. Buffier, Par. 1717. T. I. II. voiez II. n. 136 [etc].;Introduction à l'histoire des maisons souveraines de l'Europe;;Claude Buffier#120570939;;;;;;;;Paris#getty7008038;;;1717;8°;Arm. I, (b), 2. rang in octav.;Historische Hilfswissenschaften ; Genealogie;Druck;fre;GBV;138945896;Herzog August Bibliothek Wolfenbüttel;M: Ff 79;;;;;;;;;;;M: Ff 79:1
10;2;10;36;;Hist. chronologique du dernier Siecle. Par. 1715. ;Histoire chronologique du dernier siécle ...;;Claude Buffier#120570939;;;;;;;;Paris#getty7008038;;;1715;8°;Arm. I, (b), 2. rang in octav.;Geschichte ; Neuere Geschichte;Druck;fre;GBV;138236720;;;;;;;;;;;;;M: Ge 118
1025;109;137;118;;Tr. de la Societé civile, ou du moien de se rendre heureux, en contribuant au bonheur des person?es, avec qui l'on vit, par le P. Buffier. Rouen 1726. ;Traité de la société civile, et du moyen de se rendre heureux, en contribuant au bonheur des pérsonnes avec qui l'on vit;;Claude Buffier#120570939;;;;;;;;Paris#getty7008038;;;1726;8°;Arm. VIII, (d) 4. rang, in octav.;Recht ; Naturrecht;Druck;fre;GBV;14989354X;Herzog August Bibliothek Wolfenbüttel;M: Rp 80;;;;;;;;;;;M: Rp 80
1138;121;151;23;;Les principes du raison?ement, par le P. Buffier, 1714. ;Les Principes du raisonement;;Claude Buffier#120570939;;;;;;;;Paris#getty7008038;;;1714;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;149893531;Herzog August Bibliothek Wolfenbüttel;M: Lm 680a;;;;;;;;;;;M: Lm 680a
1237;130;160;173-176;;Pratique de la Memoire artificielle pour apprendre et pour retenir l'hist. et la chronol. universelle, par le P. Buffier, Par. 1712. T. I. II. III. IV. ;Pratique de la mémoire artificielle pour apprendre et pour retenir histoire et la chronologie universelle;;Claude Buffier#120570939;;;;;;;;Paris#getty7008038;;;1711;8°;Arm. IX, (f) 6. rang, in Octav.;Geschichte ; Universalgeschichte;Druck;fre;GBV;153396636;Herzog August Bibliothek Wolfenbüttel;M: Gb 43;;;;;;;;;;;M: Gb 43:1
573;64;82;79;;Abregé de la Jurisprudence Romaine, par C. Colombet Conseiller au Parlement. Par. 1682. ;Abregé de la jurisprudence romaine;;Claude Colombet#1157736874;;;;;;;;Paris#getty7008038;;;1682;8°;Arm. V, (c) 3. rang in quart.;Recht ; Römisches Recht [II];Druck;fre;GBV;164643176;Herzog August Bibliothek Wolfenbüttel;M: Rd 183;;;;;;;;;;;M: Rd 183
